source,pt_PT
Resource Policy URI,URI da Política de Recursos
Resource TOS URI,URI do TOS do recurso
Response Headers,Cabeçalhos de resposta
Response Type,Tipo de resposta
Rest of the day,Resto do dia
Restore Original Permissions,Restaurar permissões originais
Restore to default settings?,Restaurar as configurações padrão?
Restoring Deleted Document,Restaurando Documento Excluído
Restrict Removal,Restringir remoção
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Restringir o usuário apenas deste endereço IP. Vários endereços IP podem ser adicionados separando-os por vírgulas. Também aceita endereços IP parciais como (111.111.111)
Restrictions,Restrições
Result,Resultado
Resume Sending,Retomar envio
Retry,Tentar novamente
Retry Sending,Tentar enviar novamente
Return to the Verification screen and enter the code displayed by your authentication app,Volte para a tela de verificação e digite o código exibido pelo seu aplicativo de autenticação
Reverting length to {0} for '{1}' in '{2}'. Setting the length as {3} will cause truncation of data.,Revertendo comprimento para {0} para '{1}' em '{2}'. Definir o comprimento como {3} causará truncamento de dados.
Revocation URI,URI de revogação
Revoke,Revogar
Rich Text,Texto rico
Right Bottom,Inferior direito
Right Center,Centro direito
Robots.txt,Robôs.txt
Role 'All' will be given to all system + website users.,A função 'Todos' será atribuída a todos os usuários do sistema + site.
Role 'Desk User' will be given to all system users.,A função 'Usuário de mesa' será atribuída a todos os usuários do sistema.
Role Permission for Page and Report,Permissão de função para página e relatório
Role Permissions,Permissões de função
Role Permissions Manager,Gerenciador de permissões de função
Role Profile,Perfil de função
Role Profiles,Perfis de função
Role Replication,Replicação de função
Role has been set as per the user type {0},A função foi definida de acordo com o tipo de usuário {0}
Roles,Funções
Roles & Permissions,Funções e permissões
Roles Html,Funções HTML
Roles can be set for users from their User page.,As funções podem ser definidas para usuários na página Usuário.
Root {0} cannot be deleted,A raiz {0} não pode ser excluída
Rounding Method,Método de arredondamento
Route,Rota
Route History,Histórico de rotas
Route Options,Opções de rota
"Route: Example ""/desk""","Rota: Exemplo ""/desk"""
Row,Linha
Row #,Linha #
Row # {0}: Non administrator user can not set the role {1} to the custom doctype,Linha nº {0}: usuário não administrador não pode definir a função {1} para o tipo de documento personalizado
Row #{0}:,Linha nº{0}:
Row #{}: Fieldname is required,Linha nº{}: nome do campo é obrigatório
Row Format,Formato de linha
Row Indexes,Índices de linha
Row Number,Número da linha
Row Values Changed,Valores de linha alterados
Row {0},Linha {0}
Row {0}: Not allowed to disable Mandatory for standard fields,Linha {0}: Não é permitido desabilitar Obrigatório para campos padrão
Row {0}: Not allowed to enable Allow on Submit for standard fields,Linha {0}: não é permitido ativar Permitir ao enviar para campos padrão
Rows Added,Linhas adicionadas
Rows Removed,Linhas removidas
Rows Threshold for Grid Search,Limite de linhas para pesquisa em grade
"Rule for this doctype, role, permlevel and if-owner combination already exists.","A regra para esta combinação de tipo de documento, função, permlevel e if-owner já existe."
Rules defining transition of state in the workflow.,Regras que definem a transição de estado no fluxo de trabalho.
"Rules for how states are transitions, like next state and which role is allowed to change state etc.","Regras sobre como os estados são transições, como o próximo estado e qual função pode mudar de estado, etc."
Runtime in Minutes,Tempo de execução em minutos
Runtime in Seconds,Tempo de execução em segundos
SMS,SMS
SMS Gateway URL,URL do gateway de SMS
SMS Log,Registro de SMS
SMS Parameter,Parâmetro SMS
SMS Settings,Configurações de SMS
SMS sent successfully,SMS enviado com sucesso
SMS was not sent. Please contact Administrator.,SMS não foi enviado. Entre em contato com o administrador.
SMTP Server is required,Servidor SMTP é necessário
SQL,SQL
"SQL Conditions. Example: {""status"" : ""open"", ""priority"" : ""medium""}","Condições SQL. Exemplo: {""status"": ""aberto"", ""prioridade"": ""médio""}"
SQL Explain,Explicação SQL
SQL Output,Saída SQL
SQL Queries,Consultas SQL
SQL functions are not allowed as strings in SELECT: {0}. Use dict syntax like {{'COUNT': '*'}} instead.,Funções SQL não são permitidas como strings em SELECT: {0}. Use sintaxe de dict como {{'COUNT': '*'}} em vez disso.
SUCCESS,SUCESSO
"SUCCESS,FAILURE","SUCESSO, FRACASSO"
"SUCCESS,FAILURE,DELAY","SUCESSO, FRACASSO, ATRASO"
SWATCHES,AMOSTRAS
Sales Manager,Gerente de vendas
Sales Master Manager,Gerente Mestre de Vendas
Sales User,Usuário de vendas
"Sales without complexity, lock-in and per-user costs. Try it for free!","Vendas sem complexidade, lock-in e custos por usuário. Experimente gratuitamente!"
Salesforce,Força de vendas
Same Field is entered more than once,O mesmo campo é inserido mais de uma vez
Saturday,Sábado
Save,Salvar
Save Anyway,Salvar mesmo assim
Save As,Salvar como
Save Customizations,Salvar personalizações
Save Report,Salvar relatório
Save filters,Salvar filtros
Save on Completion,Economize na conclusão
Save the document.,Salve o documento.
Saved,Salvo
Saved Filters,Filtros salvos
Saving,Salvando
Saving Changes...,Salvando alterações...
Saving Customization...,Salvando personalização...
Saving Sidebar,Salvando a barra lateral
Saving this will export this document as well as the steps linked here as json.,"Salvar isto exportará este documento, bem como as etapas vinculadas aqui como json."
Saving...,Salvando...
Scan,Digitalizar
Scan QRCode,Escaneie o QRCode
Scan the QR Code and enter the resulting code displayed.,Digitalize o QR Code e insira o código resultante exibido.
Schedule,Agendar
Schedule Send At,Agendar envio em
Scheduled,Agendado
Scheduled Against,Programado contra
Scheduled Job Log,Log de trabalho agendado
Scheduled Job Type,Tipo de trabalho agendado
Scheduled execution for script {0} has updated,A execução agendada do script {0} foi atualizada
Scheduled to send,Programado para enviar
Scheduler,Agendador
Scheduler Event,Evento do Agendador
Scheduler Inactive,Agendador inativo
Scheduler Status,Status do agendador
Scheduler can not be re-enabled when maintenance mode is active.,O Agendador não pode ser reativado quando o modo de manutenção está ativo.
Scheduler is inactive. Cannot import data.,O agendador está inativo. Não é possível importar dados.
Scheduler: Active,Agendador: Ativo
Scheduler: Inactive,Agendador: Inativo
Scope,Escopo
Scopes,Escopos
Scopes Supported,Escopos suportados
Script,Roteiro
Script Manager,Gerenciador de scripts
Script Report,Relatório de roteiro
Script Type,Tipo de roteiro
Script to attach to all web pages.,Script para anexar a todas as páginas da web.
Scripting,Scripts
Scripting / Style,Script/Estilo
Scripts,Roteiros
Search,Procurar
Search Bar,Barra de pesquisa
Search Help,Pesquisar ajuda
Search Results,Resultados da pesquisa
Search by filename or extension,Pesquise por nome de arquivo ou extensão
Search field {0} is not valid,O campo de pesquisa {0} não é válido
Search fields,Campos de pesquisa
Search fieldtypes...,Pesquisar tipos de campo...
Search for anything,Procure por qualquer coisa
Search for countries...,Pesquisar países...
Search for icons...,Pesquisar ícones...
Search for {0},Pesquisar por {0}
Search in a document type,Pesquisar em um tipo de documento
Search or type a command,Pesquise ou digite um comando
Search properties...,Pesquisar propriedades...
Search results for,Resultados da pesquisa por
Search the docs (Press / to focus),Pesquise os documentos (pressione / para focar)
Search...,Procurar...
Searching ...,Procurando...
Seconds,Segundos
Section Heading,Título da seção
Section ID,ID da seção
Section Title,Título da seção
Section must have at least one column,A seção deve ter pelo menos uma coluna
Security Alert: Your account is being impersonated,Alerta de segurança: sua conta está sendo falsificada
Security Alert: Your password has been changed.,Alerta de segurança: sua senha foi alterada.
Security Error: The Path provided is not safe.,Erro de segurança: o caminho fornecido não é seguro.
