 to your browser,para o seu navegador
Restrict user from this IP address only. Multiple IP addresses can be added by separating with commas. Also accepts partial IP addresses like (111.111.111),Restringir o usuário apenas deste endereço IP. Vários endereços IP podem ser adicionados separando-os por vírgulas. Também aceita endereços IP parciais como (111.111.111)
Restrictions,Restrições
Resume Sending,Retomar envio
Retry Sending,Tentar enviar novamente
Return to the Verification screen and enter the code displayed by your authentication app,Volte para a tela de verificação e digite o código exibido pelo seu aplicativo de autenticação
Reverse Icon Color,Cor do ícone reverso
Reverting length to {0} for '{1}' in '{2}'. Setting the length as {3} will cause truncation of data.,Revertendo comprimento para {0} para '{1}' em '{2}'. Definir o comprimento como {3} causará truncamento de dados.
Revocation URI,URI de revogação
Revoke,Revogar
Revoked,Revogado
Rich Text,Texto rico
Right Bottom,Inferior Direito
Right Center,Centro direito
Robots.txt,Robôs.txt
Role 'All' will be given to all system + website users.,A função 'Todos' será atribuída a todos os usuários do sistema + site.
Role 'Desk User' will be given to all system users.,A função 'Usuário de mesa' será atribuída a todos os usuários do sistema.
Role Name,Nome da função
Role Permission for Page and Report,Permissão de função para página e relatório
Role Permissions,Permissões de função
Role Permissions Manager,Gerenciador de permissões de função
Role Profile,Perfil de função
Role Profiles,Perfis de função
Role Replication,Replicação de função
Role and Level,Função e Nível
Role has been set as per the user type {0},A função foi definida de acordo com o tipo de usuário {0}
Roles,Funções
Roles & Permissions,Funções e permissões
Roles Assigned,Funções atribuídas
Roles HTML,Funções HTML
Roles Html,Funções HTML
Roles can be set for users from their User page.,As funções podem ser definidas para usuários na página Usuário.
Root {0} cannot be deleted,A raiz {0} não pode ser excluída
Round Robin,Rodada Robin
Rounding Method,Método de arredondamento
Route History,Histórico de rotas
Route Redirects,Redirecionamentos de rota
"Route: Example ""/app""","Rota: Exemplo ""/app"""
Row,Linha
Row # {0}: Non administrator user can not set the role {1} to the custom doctype,Linha nº {0}: usuário não administrador não pode definir a função {1} para o tipo de documento personalizado
Row #{0}:,Linha nº{0}:
Row #{}: Fieldname is required,Linha nº{}: nome do campo é obrigatório
Row Format,Formato de linha
Row Index,Índice de linha
Row Indexes,Índices de linha
Row Name,Nome da linha
Row Values Changed,Valores de linha alterados
Row {0}: Not allowed to disable Mandatory for standard fields,Linha {0}: Não é permitido desabilitar Obrigatório para campos padrão
Row {0}: Not allowed to enable Allow on Submit for standard fields,Linha {0}: não é permitido ativar Permitir ao enviar para campos padrão
Rows Added,Linhas adicionadas
Rows Removed,Linhas removidas
Rule,Regra
Rule Conditions,Condições da regra
"Rule for this doctype, role, permlevel and if-owner combination already exists.","A regra para esta combinação de tipo de documento, função, permlevel e if-owner já existe."
Rules defining transition of state in the workflow.,Regras que definem a transição de estado no fluxo de trabalho.
"Rules for how states are transitions, like next state and which role is allowed to change state etc.","Regras sobre como os estados são transições, como o próximo estado e qual função pode mudar de estado, etc."
Rules with higher priority number will be applied first.,As regras com número de prioridade mais alto serão aplicadas primeiro.
Run Jobs only Daily if Inactive For (Days),Execute trabalhos apenas diariamente se inativos por (dias)
Run scheduled jobs only if checked,Execute trabalhos agendados somente se marcado
Runtime in Minutes,Tempo de execução em minutos
Runtime in Seconds,Tempo de execução em segundos
S3 Backup Settings,Configurações de backup do S3
S3 Backup complete!,Backup S3 concluído!
S3 Bucket Details,Detalhes do intervalo S3
SMS,SMS
SMS Gateway URL,URL do gateway de SMS
SMS Log,Registro de SMS
SMS Parameter,Parâmetro SMS
SMS Settings,Configurações de SMS
SMS sent successfully,SMS enviado com sucesso
SMS was not sent. Please contact Administrator.,SMS não foi enviado. Entre em contato com o administrador.
SMTP Server is required,Servidor SMTP é necessário
SQL,SQL
"SQL Conditions. Example: status=""Open""","Condições SQL. Exemplo: status=""Aberto"""
SQL Explain,Explicação SQL
SQL Output,Saída SQL
SQL Queries,Consultas SQL
SSL/TLS Mode,Modo SSL/TLS
SWATCHES,AMOSTRAS
Salesforce,Força de vendas
Same Field is entered more than once,O mesmo campo é inserido mais de uma vez
Sample,Amostra
Save API Secret: {0},Salvar segredo da API: {0}
Save Anyway,Salvar mesmo assim
Save As,Salvar como
Save Customizations,Salvar personalizações
Save Report,Salvar relatório
Save filters,Salvar filtros
Save on Completion,Economize na conclusão
Save the document.,Salve o documento.
Saved,Salvo
Saved Filters,Filtros salvos
Saving,Salvando
Saving Customization...,Salvando personalização...
Saving this will export this document as well as the steps linked here as json.,"Salvar isto exportará este documento, bem como as etapas vinculadas aqui como json."
Saving...,Salvando...
Scan,Digitalizar
Scan QRCode,Escaneie o QRCode
Scan the QR Code and enter the resulting code displayed.,Digitalize o QR Code e insira o código resultante exibido.
Schedule Newsletter,Agendar boletim informativo
Schedule Send At,Agendar envio em
Schedule sending,Agendar envio
Schedule sending at a later time,Agende o envio para mais tarde
Scheduled Against,Programado contra
Scheduled Job,Trabalho agendado
Scheduled Job Log,Log de trabalho agendado
Scheduled Job Type,Tipo de trabalho agendado
Scheduled Sending,Envio agendado
Scheduled To Send,Programado para envio
Scheduled execution for script {0} has updated,A execução agendada do script {0} foi atualizada
Scheduled to send,Programado para enviar
Scheduler,Agendador
Scheduler Event,Evento do Agendador
Scheduler Status,Status do agendador
Scheduler can not be re-enabled when maintenance mode is active.,O Agendador não pode ser reativado quando o modo de manutenção está ativo.
Scheduler: Active,Agendador: Ativo
Scheduler: Inactive,Agendador: Inativo
Scope,Escopo
Scopes,Escopos
Script,Roteiro
Script Manager,Gerenciador de scripts
Script Report,Relatório de roteiro
Script Type,Tipo de roteiro
Script to attach to all web pages.,Script para anexar a todas as páginas da web.
Scripting,Scripts
Scripting / Style,Script/Estilo
Scripts,Roteiros
Search Bar,Barra de pesquisa
Search Fields,Campos de pesquisa
Search Help,Pesquisar ajuda
Search Priorities,Prioridades de pesquisa
Search Results,Resultados da pesquisa
Search by filename or extension,Pesquise por nome de arquivo ou extensão
Search field {0} is not valid,O campo de pesquisa {0} não é válido
Search fields,Campos de pesquisa
Search fieldtypes...,Pesquisar tipos de campo...
Search for anything,Procure por qualquer coisa
Search for countries...,Pesquisar países...
Search for icons...,Pesquisar ícones...
Search for {0},Pesquisar por {0}
Search in a document type,Pesquisar em um tipo de documento
Search or type a command ({0}),Pesquise ou digite um comando ({0})
Search properties...,Pesquisar propriedades...
Search results for,Resultados da pesquisa por
Search the docs (Press / to focus),Pesquise os documentos (pressione / para focar)
Search...,Procurar...
Searching ...,Procurando...
Section Break,Quebra de seção
Section Heading,Título da seção
Section ID,ID da seção
Section Title,Título da seção
Section must have at least one column,A seção deve ter pelo menos uma coluna
Security Settings,Configurações de segurança
See all Activity,Ver todas as atividades
See all past reports.,Veja todos os relatórios anteriores.
See on Website,Veja no site
See previous responses,Ver respostas anteriores
See the document at {0},Veja o documento em {0}
Seen,Visto
Seen By,Visto por
Seen By Table,Visto pela tabela
Select All,Selecionar tudo
Select Attachments,Selecione Anexos
Select Child Table,Selecione tabela filha
Select Column,Selecione Coluna
Select Columns,Selecione Colunas
Select Country,Selecione o país
Select Currency,Selecione a moeda
Select Dashboard,Selecione Painel
Select Date Range,Selecione o intervalo de datas
Select Doctype,Selecione o tipo de documento
Select Document Type,Selecione o tipo de documento
Select Document Type or Role to start.,Selecione o tipo de documento ou função para começar.
Select Document Types to set which User Permissions are used to limit access.,Selecione Tipos de documentos para definir quais permissões de usuário serão usadas para limitar o acesso.
Select Field,Selecione o campo
Select Field...,Selecione Campo...
Select Fields,Selecione os campos
Select Fields To Insert,Selecione os campos para inserir
Select Fields To Update,Selecione os campos para atualizar
Select Filters,Selecione Filtros
Select Google Calendar to which event should be synced.,Selecione o Google Calendar com o qual o evento deve ser sincronizado.
Select Google Contacts to which contact should be synced.,Selecione os Contatos do Google com os quais o contato deve ser sincronizado.
Select Group By...,Selecione Agrupar por...
Select Kanban,Selecione Kanban
Select Language,Selecione o idioma
Select List View,Selecione Visualização de lista
Select Mandatory,Selecione Obrigatório
Select Module,Selecione Módulo
Select Network Printer,Selecione impressora de rede
